owner,repo,stars,forks,issue_closed_rate,issue_time_to_close,issue_time_to_response,issue_monthly,issue_participants,labeled_issues,pulls_closed_rate,pulls_time_to_close,pulls_time_to_response,pulls_monthly,pulls_participants,pulls_merged_rate,issues_average_comments,pulls_average_comments,code_review_score,maintained_score,vulnerabilities,issue_per_participants,pulls_per_participants,open_issues,dependent_repositories,dependent_packages,commits_with_vertification_rate,commits_avg_msg_length,commits_author_count,commits_committer_count,issue_commented_rate,readme_headers_num,watchers,network_count,subscribers_count,comments_avg_length,pulls_last_90days,commmits_last_90days,health_percentage,projects_owned_by_maintainer,age_of_other_projects,workflow_runs_count,contributors_per_code_file,files_with_more_than_1_contributors,labels,releases,time_since_created,created_time,pull_authors_dec,pull_authors_jan,pull_difference,pull_authors_2024,Usage_Popularity,outdated_dependencies,headings_count
reactjs,react-modal,0.33,0.11,6.80,0.44,0.42,0.28,5.44,4.78,9.00,0.68,0.14,0.21,6.00,7.00,2.79,4.51,6.36,10.00,2.16,4.41,3.00,0.35,0.12,0.08,0.00,0.13,0.81,0.42,8.50,0.48,0.33,0.11,0.10,0.84,0.02,0.20,6.20,0.63,4.10,0.00,2.03,0.04,0.53,0.00,,5.98,,,0.82,0.09,0.12,4.28,1.14
medialize,URI.js,0.28,0.07,7.90,0.27,0.16,0.12,1.73,2.44,7.00,0.54,0.09,0.10,1.64,6.00,2.72,2.44,0.91,0.00,0.00,2.35,2.00,0.18,0.00,0.00,1.00,0.10,0.38,0.73,9.10,1.27,0.28,0.07,0.17,1.00,,,6.20,0.10,7.97,0.00,1.43,0.01,0.13,0.10,,7.86,,,0.82,,0.00,0.00,0.29
sindresorhus,tildify,0.00,0.00,6.70,0.07,0.01,0.00,0.01,0.00,10.00,0.18,0.25,0.02,0.07,6.00,1.47,1.71,1.82,0.00,0.00,2.06,1.50,0.00,0.24,0.02,1.00,0.02,0.03,0.06,10.00,0.32,0.00,0.00,0.01,0.31,,,8.50,10.00,6.01,0.00,0.83,0.01,0.08,0.00,,6.46,,,0.82,,0.24,0.01,0.00
apollographql,apollo-link,0.07,0.05,5.40,0.53,0.58,0.51,4.89,1.86,9.00,0.33,0.03,1.06,1.99,8.00,2.94,0.85,0.91,0.00,8.23,5.59,1.00,0.44,0.10,0.05,2.00,0.20,0.42,0.26,7.90,0.48,0.07,0.05,0.08,1.00,,,8.70,1.58,2.53,0.00,2.09,0.06,0.37,,,4.12,,,0.82,,0.10,6.45,2.57
winstonjs,winston-daily-rotate-file,0.04,0.02,8.50,0.32,0.38,0.14,2.20,0.58,10.00,0.49,0.32,0.04,1.20,7.00,2.50,3.29,3.64,5.00,0.09,2.94,2.50,0.08,0.01,0.05,1.00,0.13,0.24,0.26,9.10,0.63,0.04,0.02,0.04,0.97,0.04,0.10,3.70,0.16,6.87,0.00,2.24,0.01,0.13,0.02,,5.30,0.00,,0.68,0.09,0.01,0.09,0.00
facebook,react-native,5.24,3.03,6.30,0.04,0.02,4.97,5.82,9.88,7.00,0.03,0.00,10.00,1.25,0.00,1.84,0.12,10.00,10.00,0.39,4.71,0.50,2.13,0.51,0.85,0.00,1.31,0.41,0.02,9.60,0.95,5.24,3.03,5.34,1.85,10.00,10.00,8.70,1.22,4.61,4.49,0.28,0.17,3.47,0.74,,5.77,,5.14,6.16,7.81,0.59,1.00,2.29
75lb,command-line-args,0.03,0.01,9.20,0.21,0.41,0.05,0.53,0.78,10.00,0.35,0.10,0.02,0.25,6.00,2.35,3.54,1.82,0.00,0.26,2.06,2.50,0.02,0.11,0.10,0.00,0.04,0.06,0.11,9.20,0.48,0.03,0.01,0.01,1.08,,,7.10,0.92,6.39,0.00,0.04,0.00,0.12,0.01,,6.20,,,0.82,,0.11,0.11,0.00
naugtur,xhr,0.04,0.01,8.80,0.62,0.16,0.07,0.46,0.30,10.00,0.78,0.21,0.05,1.20,7.00,3.31,4.76,4.55,0.00,1.34,2.06,2.50,0.03,0.23,0.02,0.00,0.08,0.22,0.50,9.20,1.75,0.04,0.01,0.04,1.48,,,5.70,1.64,4.46,0.00,3.04,0.00,0.13,,,7.66,,,0.82,,0.23,0.04,1.43
sidorares,node-mysql2,0.18,0.07,5.80,0.34,0.26,0.60,3.26,2.30,10.00,0.06,0.03,1.82,1.39,7.00,1.47,0.85,3.64,10.00,0.00,2.65,0.50,0.79,0.20,0.15,8.00,0.62,0.22,0.08,8.80,0.48,0.18,0.07,0.09,1.31,2.69,2.73,8.50,1.52,6.90,0.23,0.12,0.03,0.55,0.09,,6.96,0.27,1.22,1.92,0.96,0.20,0.48,3.43
vuejs,vue-hot-reload-api,0.02,0.01,5.00,0.20,0.73,0.02,0.34,0.04,6.00,0.25,0.37,0.02,0.14,8.00,1.54,0.49,2.73,0.00,1.59,3.82,1.00,0.06,0.68,0.16,0.00,0.05,0.09,0.03,6.70,0.24,0.02,0.01,0.03,0.86,,,3.70,1.11,4.79,0.00,1.47,0.00,0.12,0.00,,5.24,,,0.82,,0.68,1.40,0.00
vuejs,vuex,1.29,1.22,8.30,0.29,0.34,0.40,3.45,2.12,9.00,0.74,0.54,0.37,4.27,6.00,0.88,0.85,4.55,0.00,0.73,2.65,2.00,0.25,0.38,0.64,2.00,0.27,1.26,0.19,9.10,0.71,1.29,1.22,1.12,0.96,0.02,,5.00,1.11,4.79,0.00,0.92,0.18,0.33,0.12,,5.42,,0.00,0.96,0.09,0.40,1.89,0.00
prettymuchbryce,http-status-codes,0.04,0.01,7.70,1.60,1.38,0.02,0.22,0.22,7.00,1.20,0.46,0.03,0.60,5.00,1.69,2.07,2.73,0.00,0.99,2.35,2.00,0.05,0.03,0.06,2.00,0.09,0.09,0.13,8.50,0.56,0.04,0.01,0.01,0.69,0.02,,4.20,0.84,5.68,0.00,0.71,0.01,0.15,0.02,,6.92,,0.14,1.10,0.09,0.03,0.38,0.00
kelektiv,node-cron,0.37,0.08,9.70,1.95,1.49,0.20,4.00,1.08,9.00,0.55,0.17,0.13,1.69,8.00,2.28,1.83,0.91,10.00,0.04,3.24,1.00,0.06,0.04,0.06,2.00,0.23,0.44,0.82,9.40,1.67,0.37,0.08,0.16,0.86,0.92,1.04,8.70,0.02,8.69,0.09,1.75,0.02,0.50,0.06,,8.90,0.27,0.14,0.82,0.09,0.04,0.02,8.00
jasmine,jasmine-npm,0.02,0.02,9.90,0.61,0.25,0.08,1.13,0.82,10.00,0.86,0.22,0.04,0.81,7.00,2.94,1.95,0.91,0.00,0.00,3.24,2.50,0.00,0.00,0.00,0.00,0.13,0.24,0.53,9.50,0.63,0.02,0.02,0.04,1.61,,,6.20,0.09,7.78,0.00,0.35,0.01,0.17,0.13,,6.37,,,0.82,,0.00,0.00,2.00
parshap,node-sanitize-filename,0.02,0.01,6.70,0.47,0.58,0.01,0.12,0.04,7.00,0.58,0.26,0.02,0.46,4.00,2.13,1.83,2.73,0.00,2.33,2.06,2.00,0.04,0.00,0.00,0.00,0.08,0.06,0.13,9.20,0.71,0.02,0.01,0.00,0.74,0.00,,4.20,1.20,6.94,0.00,0.69,0.00,0.15,,,6.71,,0.00,0.96,0.00,0.00,0.59,0.00
mui-org,material-ui,4.15,3.97,4.80,0.07,0.07,5.97,2.35,10.00,8.00,0.04,0.00,10.00,1.32,9.00,0.96,0.00,9.09,10.00,0.22,1.76,0.50,3.23,0.34,0.01,10.00,0.14,0.47,0.03,8.30,1.43,4.15,3.97,2.00,1.07,10.00,10.00,10.00,,,3.92,0.19,0.31,2.97,1.08,,6.05,,6.49,7.53,7.81,0.40,2.84,5.14
knex,knex,0.84,0.26,3.10,0.26,0.67,1.02,2.83,0.36,9.00,0.27,0.07,1.02,3.35,6.00,0.59,0.61,6.36,10.00,0.00,2.35,1.50,1.65,0.10,0.13,9.00,0.35,1.14,0.05,6.10,0.32,0.84,0.26,0.30,0.80,0.54,0.26,5.00,0.07,5.05,0.07,1.18,0.11,0.60,0.14,,7.17,1.89,0.54,0.41,0.61,0.11,0.39,3.71
sequelize,sequelize,1.32,0.54,6.40,0.16,0.14,1.45,2.01,8.90,10.00,0.03,0.07,4.97,0.55,9.00,0.96,0.00,5.45,10.00,0.13,1.76,0.00,1.60,0.25,0.18,10.00,0.22,0.14,0.02,8.20,0.56,1.32,0.54,0.62,1.13,4.35,4.35,10.00,0.22,5.89,0.64,0.49,0.12,1.03,1.14,,8.84,2.43,1.49,1.10,1.49,0.27,1.61,4.57
react-component,slider,0.14,0.10,5.40,0.44,0.79,0.28,4.41,1.10,9.00,0.56,0.16,0.22,3.63,5.00,1.69,3.66,1.82,10.00,0.00,3.53,2.00,0.47,0.00,0.00,2.00,0.13,0.64,0.50,7.40,1.35,0.14,0.10,0.07,0.68,0.28,0.30,3.70,0.97,5.19,0.01,2.74,0.04,0.17,0.09,,5.59,0.81,,0.27,0.09,0.00,0.08,0.00
trentm,node-bunyan,0.32,0.07,5.40,1.05,1.12,0.19,4.46,3.06,7.00,2.28,1.23,0.08,3.56,4.00,2.35,2.32,2.73,0.00,1.94,3.53,3.50,0.51,0.11,0.00,0.00,0.10,0.39,0.40,7.90,2.94,0.32,0.07,0.17,1.15,,,5.70,1.52,4.81,0.00,0.75,0.01,0.37,,,7.80,,,0.82,,0.12,0.55,3.14
nashwaan,xml-js,0.06,0.02,4.30,0.57,1.70,0.07,1.10,0.00,4.00,0.96,1.24,0.04,0.39,7.00,1.91,0.61,3.64,0.00,6.38,3.24,1.00,0.21,0.11,0.06,1.00,0.06,0.10,0.13,7.20,1.75,0.06,0.02,0.03,1.06,,,4.20,0.11,5.67,0.00,0.11,0.01,0.12,0.02,,4.90,,,0.82,,0.11,3.70,0.00
websockets,bufferutil,0.01,0.01,9.90,0.44,0.36,0.05,1.17,0.06,10.00,0.17,0.08,0.06,0.28,9.00,3.90,0.85,0.91,3.00,0.00,5.59,1.00,0.00,0.17,0.06,0.00,0.07,0.06,0.13,9.00,0.48,0.01,0.01,0.02,3.41,,0.04,3.70,0.04,6.24,0.00,0.97,0.00,0.12,0.04,,5.74,,,0.82,,0.17,0.00,0.00
firebase,firebase-js-sdk,0.21,0.11,7.10,0.17,0.06,1.82,4.51,9.94,8.00,0.10,0.00,2.46,0.99,8.00,0.66,0.37,8.18,10.00,3.23,3.53,0.50,1.13,0.45,0.18,9.00,0.22,0.32,0.06,8.90,1.51,0.21,0.11,0.29,1.90,1.88,1.24,8.70,0.86,4.53,1.71,1.26,0.62,0.88,0.03,,4.20,3.51,1.76,0.82,1.40,0.45,4.04,4.00
hudochenkov,stylelint-order,0.04,0.01,9.00,0.46,0.24,0.07,0.89,0.46,9.00,0.19,0.17,0.03,0.37,6.00,2.57,2.20,1.82,7.00,0.00,2.65,1.50,0.03,0.06,0.17,0.00,0.09,0.12,0.03,9.50,0.56,0.04,0.01,0.02,1.18,0.00,0.10,4.20,0.77,4.43,0.00,0.32,0.01,0.15,0.07,,4.53,0.00,,0.68,,0.06,0.82,0.00
googleapis,google-api-nodejs-client,0.51,0.24,6.30,0.32,0.49,0.66,2.20,9.30,10.00,0.08,0.03,0.66,0.85,7.00,0.37,3.17,10.00,10.00,0.00,1.76,0.50,0.37,0.00,0.00,0.00,10.00,0.04,0.05,6.70,2.06,0.51,0.24,0.54,1.25,0.46,6.71,8.70,7.51,2.90,0.10,0.22,0.17,5.37,10.00,,7.04,0.54,0.27,0.82,0.61,0.01,0.08,3.43
FortAwesome,Font-Awesome,3.32,1.56,4.50,0.07,0.11,2.26,1.65,7.22,9.00,1.22,0.46,0.23,6.07,4.00,0.51,1.95,3.64,10.00,0.00,1.47,2.50,9.84,0.22,0.23,10.00,0.12,0.02,0.03,6.40,0.71,3.32,1.56,2.03,0.97,0.04,0.02,7.50,0.35,3.25,0.00,0.35,0.14,2.23,0.13,,7.76,,0.00,0.96,0.09,0.27,0.00,2.86
webpack-contrib,eslint-loader,0.05,0.02,10.00,0.76,0.44,0.13,2.42,0.24,10.00,0.22,0.03,0.10,1.89,7.00,3.31,4.27,0.91,0.00,2.20,4.71,3.00,0.00,1.03,1.11,2.00,0.10,0.35,0.37,9.10,1.19,0.05,0.02,0.04,0.82,,,6.20,0.78,6.35,0.00,1.29,0.03,0.12,0.12,,5.84,,,0.82,,1.03,4.28,0.00
ciaranj,node-oauth,0.11,0.09,5.10,1.03,1.90,0.05,1.51,0.00,6.00,5.57,1.81,0.08,3.86,4.00,2.21,2.20,2.73,0.00,0.00,3.53,4.00,0.30,0.00,0.00,0.00,0.12,0.26,0.58,7.80,0.16,0.11,0.09,0.09,0.71,,,,0.96,8.25,0.00,0.92,0.01,0.00,,,9.17,,,0.82,,0.00,0.00,0.00
webpack-contrib,html-loader,0.05,0.03,9.70,1.38,1.00,0.10,1.99,0.78,10.00,0.29,0.05,0.16,1.89,9.00,3.16,2.44,9.09,10.00,0.00,3.82,1.50,0.01,0.35,0.44,6.00,0.11,0.34,0.37,9.10,1.35,0.05,0.03,0.03,0.75,0.10,0.18,6.20,0.78,6.35,0.00,1.27,0.04,0.71,0.07,,6.43,,0.27,1.23,0.18,0.35,1.87,1.14
npm,security-holder,0.01,0.01,,,,,0.00,0.00,7.00,7.14,5.91,0.02,0.09,6.00,,0.37,5.45,0.00,0.00,,1.50,0.01,0.00,0.00,6.00,0.10,0.03,0.08,,0.08,0.01,0.01,0.04,,0.04,,3.70,3.11,5.29,0.00,1.47,0.00,0.10,,,4.95,,,0.82,0.09,0.00,0.00,0.00
pugjs,pug,0.98,0.25,6.90,0.32,0.47,0.31,2.85,1.44,10.00,0.54,0.21,0.25,4.04,7.00,0.81,1.71,5.45,0.00,1.29,2.35,1.50,0.55,0.19,0.21,1.00,0.14,0.61,0.65,8.40,1.59,0.98,0.25,0.81,0.98,0.00,,3.70,0.36,6.58,0.00,0.28,0.10,0.33,0.05,,8.90,,,0.82,0.00,0.20,1.75,0.00
typeorm,typeorm,1.50,0.78,2.40,0.24,0.32,2.96,2.53,9.60,9.00,0.49,0.25,1.38,5.73,6.00,0.07,0.37,7.27,10.00,0.13,2.06,2.50,4.11,0.09,0.14,9.00,0.41,2.23,0.05,4.80,2.54,1.50,0.78,0.51,0.98,1.66,1.86,7.50,0.15,4.97,0.00,0.67,0.20,1.30,0.07,,4.99,4.05,3.92,2.74,4.91,0.12,0.72,6.00
yiminghe,async-validator,0.40,0.10,3.70,1.57,1.52,0.11,2.30,0.00,10.00,0.35,0.13,0.05,0.67,7.00,1.32,1.71,2.73,0.00,1.16,3.82,1.50,0.28,0.22,0.16,3.00,0.05,0.27,0.50,6.20,1.03,0.40,0.10,0.17,0.42,0.04,,4.20,0.75,5.13,0.00,0.55,0.02,0.10,,,5.66,,0.00,0.96,0.09,0.22,2.58,0.00
formatjs,formatjs,0.64,0.17,9.60,0.13,0.13,0.71,2.82,8.60,10.00,0.21,0.19,1.25,1.25,4.00,0.74,0.24,2.73,10.00,2.89,2.35,0.50,0.06,0.05,0.14,4.00,0.26,0.46,0.10,9.10,0.32,0.64,0.17,0.19,0.71,0.98,1.08,7.50,0.17,6.19,0.02,0.40,0.31,0.38,6.50,,6.26,0.54,0.68,1.23,0.70,0.06,8.48,5.43
flitbit,diff,0.13,0.03,7.30,1.45,1.63,0.05,0.81,0.78,9.00,0.71,0.46,0.04,0.62,7.00,1.62,1.22,2.73,0.00,1.68,2.94,2.00,0.07,0.09,0.04,0.00,0.08,0.19,0.40,8.00,0.95,0.13,0.03,0.05,1.02,,,3.70,0.68,6.57,0.00,1.25,0.00,0.08,,,7.25,,,0.82,,0.09,0.31,0.00
driverdan,node-XMLHttpRequest,0.02,0.04,3.20,1.01,2.10,0.03,0.67,0.06,6.00,2.84,2.71,0.04,1.29,6.00,1.03,1.46,4.55,0.00,0.00,2.65,3.00,0.19,0.00,0.00,0.00,0.12,0.21,0.48,6.60,0.48,0.02,0.04,0.03,0.58,,,4.20,0.49,7.37,0.00,1.17,0.01,0.03,,,9.39,,,0.82,,0.00,0.00,0.00
gulpjs,gulp,1.50,0.54,9.60,0.10,0.10,0.33,3.11,1.68,10.00,0.21,0.08,0.27,4.69,6.00,0.59,2.20,6.36,0.00,0.00,2.35,2.00,0.05,0.61,2.84,0.00,0.10,1.03,1.41,9.20,0.95,1.50,0.54,1.53,0.85,,,7.50,0.65,6.16,0.00,2.59,0.05,0.38,0.05,,6.82,,,0.82,,0.64,0.07,2.86
roryrjb,md5-file,0.01,0.00,8.80,0.71,0.30,0.02,0.14,0.04,10.00,0.40,0.05,0.04,0.16,8.00,2.65,3.17,3.64,0.00,0.00,3.24,2.00,0.00,0.32,0.03,5.00,0.07,0.04,0.11,8.80,0.71,0.01,0.00,0.01,0.60,,,4.20,0.23,1.41,0.00,1.19,0.00,0.17,0.00,,6.26,,,0.82,,0.32,0.01,0.00
mathiasbynens,utf8.js,0.02,0.02,4.30,0.55,2.03,0.00,0.25,0.00,6.00,3.40,0.00,0.02,0.35,0.00,2.13,3.66,0.91,0.00,0.00,4.41,4.00,0.04,0.15,0.04,2.00,0.06,0.02,0.02,7.00,0.95,0.02,0.02,0.04,0.88,,,4.20,5.30,5.40,0.00,0.16,0.00,0.08,,,6.84,,,0.82,,0.15,0.01,0.00
firebase,firebase-admin-node,0.07,0.04,7.50,0.27,0.05,0.58,5.60,9.74,10.00,0.10,0.15,1.38,1.04,7.00,1.91,0.24,10.00,10.00,0.26,4.41,0.50,0.32,0.00,0.00,10.00,0.80,0.23,0.02,9.40,0.71,0.07,0.04,0.15,1.18,1.12,0.76,8.70,0.86,4.53,0.10,0.77,0.07,0.70,0.23,,4.28,0.27,0.14,0.82,0.44,0.00,0.41,3.71
59naga,babel-plugin-add-module-exports,0.03,0.01,7.30,0.45,0.83,0.07,0.45,0.50,6.00,0.95,1.04,0.05,0.35,5.00,2.87,1.46,0.91,0.00,2.46,2.65,2.00,0.06,0.10,0.66,0.00,0.10,0.02,0.08,7.90,0.32,0.03,0.01,0.01,0.84,,,2.80,1.64,5.80,0.00,0.63,0.00,0.27,0.02,,5.20,,,0.82,,0.10,5.76,0.00
75lb,command-line-usage,0.01,0.00,9.40,0.30,0.63,0.02,0.15,0.24,10.00,0.15,0.02,0.01,0.09,4.00,2.35,3.41,0.91,0.00,0.04,1.76,2.00,0.00,0.08,0.05,0.00,0.02,0.02,0.06,8.60,0.95,0.01,0.00,0.00,0.75,,,7.10,0.92,6.39,0.00,0.03,0.00,0.12,0.01,,5.46,,,0.82,,0.08,0.01,0.00
jimp-dev,jimp,0.61,0.10,6.60,2.54,2.29,0.36,4.24,5.28,10.00,0.99,0.85,0.24,3.51,8.00,1.54,2.32,0.91,0.00,0.04,3.53,1.50,0.34,0.14,0.09,3.00,0.13,0.63,0.11,7.70,0.71,0.61,0.10,0.21,0.83,0.04,0.16,7.50,0.04,4.39,0.00,0.45,0.10,0.45,0.27,,6.00,,,0.82,0.00,0.15,2.65,4.29
mapbox,node-pre-gyp,0.05,0.04,6.10,0.47,0.74,0.18,3.39,0.02,9.00,1.34,0.51,0.11,3.83,6.00,2.28,3.29,9.09,0.00,0.04,2.94,3.50,0.35,0.89,0.04,2.00,0.09,0.27,0.47,7.40,1.83,0.05,0.04,0.19,1.21,0.04,,7.50,7.72,5.94,0.00,1.71,0.03,1.54,,,6.54,0.54,,0.41,,0.89,0.58,0.57
kelektiv,node.bcrypt.js,0.33,0.06,9.40,0.45,0.22,0.26,8.05,0.68,10.00,0.54,0.11,0.05,3.21,7.00,2.06,3.90,4.55,5.00,0.09,6.47,4.00,0.06,0.00,0.00,3.00,0.12,0.47,0.76,8.90,1.75,0.33,0.06,0.10,1.61,0.00,,5.00,0.02,8.69,0.00,2.28,0.02,0.13,0.05,,9.03,,,0.82,0.00,0.00,0.61,0.00
enzymejs,enzyme,0.91,0.26,6.60,0.34,0.29,0.53,5.83,5.48,9.00,0.61,0.14,0.41,6.42,8.00,1.25,2.80,1.82,10.00,0.00,4.71,3.00,0.51,0.16,1.11,10.00,0.24,0.56,0.15,9.30,0.71,0.91,0.26,0.38,1.12,0.00,0.26,7.50,0.03,4.73,0.00,0.80,0.07,0.56,,,5.20,,,0.82,0.00,0.17,0.17,8.00
ant-design,ant-design,4.08,5.69,7.40,0.01,0.01,7.48,2.14,9.66,9.00,0.01,0.00,7.48,1.06,8.00,0.00,0.24,10.00,10.00,0.00,1.76,0.50,1.88,0.17,0.55,10.00,0.60,0.56,0.10,9.00,0.63,4.08,5.69,0.33,0.77,10.00,10.00,10.00,1.17,3.29,10.00,1.21,0.47,0.95,1.54,,5.58,2.43,6.62,6.30,6.67,0.24,0.14,2.00
lit,lit,0.78,0.11,5.90,0.27,0.21,1.38,1.81,1.14,9.00,0.08,0.00,2.26,1.27,9.00,0.44,0.85,10.00,10.00,0.00,1.47,0.50,0.84,0.03,0.17,8.00,0.32,0.35,0.08,7.30,0.56,0.78,0.11,0.30,1.48,1.40,0.90,8.70,0.10,2.19,0.36,0.82,0.48,0.13,1.18,,4.08,3.51,1.22,0.27,1.40,0.04,3.59,6.57
Automattic,node-canvas,0.45,0.14,6.40,0.34,0.49,0.80,5.05,5.46,9.00,0.66,0.26,0.21,6.10,8.00,0.59,4.51,6.36,9.00,0.00,4.12,2.50,0.73,0.00,0.00,3.00,0.17,0.56,0.47,8.10,2.86,0.45,0.14,0.40,1.69,0.12,0.08,3.70,9.20,4.25,0.00,2.01,0.05,0.30,0.03,,8.71,0.81,0.00,0.41,0.18,0.01,0.02,0.00
mattyork,fuzzy,0.04,0.01,3.40,0.35,2.14,0.03,0.16,0.10,6.00,0.88,0.37,0.02,0.28,8.00,0.88,1.71,2.73,0.00,0.00,2.06,3.00,0.05,0.06,0.04,0.00,0.07,0.05,0.15,6.60,0.71,0.04,0.01,0.03,0.72,,,4.20,0.18,7.18,0.00,0.04,0.00,0.10,0.01,,7.48,,,0.82,,0.06,0.06,0.00
casesandberg,react-color,0.54,0.11,6.50,0.50,0.73,0.27,5.05,2.78,9.00,0.49,0.46,0.22,3.26,7.00,1.76,1.22,4.55,0.00,0.00,4.12,2.00,0.38,0.04,0.11,0.00,0.08,0.49,0.39,8.00,0.32,0.54,0.11,0.12,0.69,0.02,,7.10,0.64,5.32,0.00,0.80,0.08,0.22,0.03,,5.38,,0.14,1.10,0.09,0.05,0.79,2.00
cryptocoinjs,bs58,0.01,0.01,9.40,0.56,0.11,0.00,0.08,0.10,10.00,0.36,0.03,0.04,0.21,9.00,2.06,2.56,7.27,0.00,0.00,1.76,1.50,0.00,0.16,0.12,1.00,0.06,0.04,0.11,8.80,0.16,0.01,0.01,0.01,0.70,,,3.70,0.35,7.15,0.00,0.83,0.01,0.08,,,6.58,,,0.82,,0.16,0.00,0.00
shouldjs,should.js,0.09,0.02,9.40,0.17,0.05,0.11,0.72,0.46,9.00,0.04,0.02,0.04,0.25,8.00,2.35,1.46,2.73,0.00,0.00,2.06,1.50,0.02,0.07,0.97,0.00,0.07,0.37,0.90,9.60,1.43,0.09,0.02,0.06,0.71,,,5.00,0.15,6.35,0.00,0.91,0.01,0.20,0.01,,6.20,,,0.82,,0.07,0.13,0.00
anseki,readline-sync,0.04,0.01,10.00,0.04,0.00,0.04,0.64,0.00,10.00,0.01,0.01,0.00,0.16,2.00,4.12,3.17,0.91,0.00,0.00,2.35,3.00,0.00,0.03,0.13,0.00,0.05,0.02,0.05,9.90,3.73,0.04,0.01,0.01,1.10,,,4.20,0.54,6.13,0.00,0.07,0.00,0.08,,,6.71,,,0.82,,0.03,0.00,0.00
quilljs,quill,1.75,0.40,5.50,2.30,2.71,0.80,2.78,1.06,9.00,1.14,0.63,0.28,4.71,6.00,0.22,1.22,1.82,10.00,0.17,2.35,2.00,1.90,0.05,0.07,1.00,0.09,0.27,0.11,7.30,0.40,1.75,0.40,0.70,0.72,1.02,3.45,6.20,0.05,5.84,0.02,0.14,0.07,0.43,0.21,,7.45,0.54,0.00,0.55,0.70,0.08,1.71,2.00
substack,brfs,0.03,0.01,7.20,1.78,1.61,0.04,0.87,0.04,9.00,0.93,0.51,0.01,0.51,4.00,2.57,1.95,1.82,0.00,0.00,5.29,3.50,0.04,0.09,0.09,2.00,0.05,0.09,0.16,8.20,1.03,0.03,0.01,0.02,0.72,,,5.00,0.01,0.00,0.00,0.27,0.00,0.08,0.01,,7.05,,,0.82,,0.09,0.01,0.00
domenic,chai-as-promised,0.06,0.01,8.60,0.34,0.24,0.10,1.80,0.16,9.00,0.42,0.11,0.03,0.90,2.00,2.65,3.41,1.82,0.00,1.64,3.24,3.00,0.07,0.08,0.61,0.00,0.13,0.15,0.15,9.30,1.27,0.06,0.01,0.02,1.06,0.00,,4.20,1.97,5.70,0.00,0.78,0.01,0.08,0.03,,7.68,,0.00,0.96,0.00,0.08,0.28,0.00
oclif,command,0.01,0.01,7.60,0.94,1.41,0.03,0.26,0.16,10.00,0.30,0.18,0.30,0.48,5.00,1.76,1.71,0.91,0.00,0.30,3.24,0.50,0.03,0.00,0.00,4.00,0.34,0.12,0.18,7.10,0.00,0.01,0.01,0.01,0.65,,,3.70,0.67,3.58,0.03,1.10,0.01,0.37,0.43,,3.70,,,0.82,,0.00,0.98,0.00
dylang,shortid,0.26,0.04,8.80,1.08,0.61,0.05,0.99,0.00,10.00,1.95,0.85,0.03,0.23,5.00,2.57,1.59,1.82,0.00,3.36,2.94,1.50,0.03,0.08,0.14,0.00,0.05,0.11,0.11,9.50,0.71,0.26,0.04,0.09,0.78,,,4.20,1.09,6.74,0.00,0.53,0.01,0.00,,,7.88,,,0.82,,0.08,0.69,0.00
jonschlinkert,gray-matter,0.17,0.02,5.60,1.06,1.54,0.04,0.66,0.34,7.00,1.71,1.02,0.03,0.99,5.00,1.91,2.80,4.55,0.00,0.00,2.65,3.50,0.11,0.20,0.06,1.00,0.06,0.10,0.24,8.00,2.38,0.17,0.02,0.04,0.92,,,4.20,0.26,6.18,0.00,0.21,0.01,0.08,,,6.43,,,0.82,,0.20,0.00,0.00
timoxley,keycode,0.02,0.01,5.70,1.05,0.73,0.01,0.12,0.00,8.00,0.46,0.31,0.02,0.39,9.00,1.03,2.20,4.55,0.00,0.00,1.76,2.50,0.03,0.09,0.03,0.00,0.07,0.13,0.21,6.10,0.95,0.02,0.01,0.02,0.32,,,4.20,5.17,7.49,0.00,1.57,0.00,0.08,,,7.31,,,0.82,,0.09,0.01,0.00
node-config,node-config,0.28,0.06,9.10,0.84,0.37,0.16,3.33,1.36,10.00,1.88,0.32,0.08,3.42,7.00,3.46,5.12,4.55,0.00,0.00,2.65,3.00,0.10,0.00,0.00,1.00,0.13,0.54,1.10,9.70,0.00,0.28,0.06,0.11,1.27,0.02,0.12,5.00,0.00,9.86,0.00,1.17,0.23,0.17,0.01,,8.59,,0.00,0.96,0.09,0.00,0.03,0.00
cujojs,when,0.16,0.05,8.30,0.39,0.24,0.25,1.31,1.14,10.00,0.53,0.16,0.12,1.41,8.00,4.85,4.39,3.64,0.00,0.00,1.47,2.00,0.12,0.44,0.06,0.00,0.11,0.22,0.50,9.20,0.00,0.16,0.05,0.20,1.63,,,5.00,0.25,8.73,0.00,0.23,0.01,0.15,0.10,,8.37,,,0.82,,0.44,0.00,0.29
hammerjs,hammer.js,1.09,0.34,4.60,0.82,1.13,0.27,4.58,1.54,9.00,1.13,1.06,0.14,2.70,5.00,1.03,2.07,1.82,0.00,0.00,3.82,2.50,0.56,0.00,0.00,0.00,0.06,0.19,0.37,7.30,0.79,1.09,0.34,0.78,0.76,,,5.00,0.05,7.39,0.00,0.34,0.03,0.47,,,7.74,,,0.82,,0.02,0.20,0.86
